id,artist,title,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
5jNmbcbuNhM8d5oUld1WsS,Iron Maiden,Rainmaker - 2015 Remaster,Dance of Death (2015 Remaster),0.35,0.952,5,-4.485,1,0.14,0.00122,0.0,0.262,0.539,86.146,audio_features,228493,4
19Z0EtM84F2Wbw17KPD88o,Iron Maiden,Hell On Earth,Senjutsu,0.298,0.842,4,-6.692,0,0.0563,0.00952,0.0299,0.0846,0.0628,132.65,audio_features,679135,4
4i4t5Asb8cJPzcbmZ5b15u,Iron Maiden,Deja Vu - 2015 Remaster,Somewhere in Time (2015 Remaster),0.208,0.981,5,-4.341,0,0.112,0.00308,0.0271,0.0836,0.563,189.523,audio_features,298520,4
2SrVGpjv0mqCR6j9EZPSm2,Iron Maiden,2 Minutes to Midnight - 2015 Remaster,Powerslave (2015 Remaster),0.446,0.97,9,-5.004,0,0.0508,0.00754,0.000275,0.199,0.595,94.233,audio_features,363587,4
3Uv2Xkby0GhGa2KswJ4sTg,Iron Maiden,Mother Russia - 2015 Remaster,No Prayer for the Dying (2015 Remaster),0.296,0.859,2,-5.491,0,0.0457,0.365,0.0607,0.133,0.39,94.099,audio_features,332000,4
4YsgFGkP1KeSFDWfZqVioX,Iron Maiden,Dance of Death - 2015 Remaster,Dance of Death (2015 Remaster),0.311,0.876,4,-5.115,0,0.0936,0.0466,0.00442,0.134,0.296,124.584,audio_features,516427,4
7xa3dJQMzBVzsrZ81tNcHP,Iron Maiden,Be Quick or Be Dead - 2015 Remaster,Fear of the Dark (2015 Remaster),0.319,0.965,7,-4.354,0,0.0646,9.4e-05,0.00221,0.141,0.624,127.721,audio_features,203653,4
3n14UOwEsWw7W8iYj1mx1v,Iron Maiden,If Eternity Should Fail,The Book of Souls,0.291,0.868,7,-6.499,1,0.0611,0.00679,0.000413,0.118,0.149,117.931,audio_features,508207,4
1J9ylqJ29VS6yFhIkkNBzL,Iron Maiden,Revelations - 2015 Remaster,Piece of Mind (2015 Remaster),0.304,0.845,2,-5.632,1,0.0788,0.189,0.00106,0.344,0.438,90.374,audio_features,409627,4
3u9bs8Q4fMYuHFyNLCzidg,Iron Maiden,Journeyman - 2015 Remaster,Dance of Death (2015 Remaster),0.188,0.628,9,-7.963,0,0.0353,0.183,0.00474,0.153,0.308,198.146,audio_features,426307,3
469rBLYJUZHMJLtq2Wch3h,Iron Maiden,Hallowed Be Thy Name - 2015 Remaster,The Number of the Beast (2015 Remaster),0.313,0.882,0,-6.215,1,0.0355,0.0346,0.338,0.45,0.3,103.981,audio_features,431093,4
2KKLuHN6zDxVnWtFKO8vo4,Iron Maiden,Wasting Love - 2015 Remaster,Fear of the Dark (2015 Remaster),0.324,0.667,4,-5.373,0,0.0321,0.00562,3.56e-05,0.0873,0.29,142.503,audio_features,351027,4
2L42uB1e5wuanTTPEWVe64,Iron Maiden,Days Of Future Past,Senjutsu,0.433,0.92,4,-4.738,0,0.0409,0.000576,5.5e-05,0.123,0.476,92.466,audio_features,243755,4
1diuZVsxD74xvtUSABRUoF,Iron Maiden,The Wicker Man - 2015 Remaster,Brave New World (2015 Remaster),0.424,0.98,4,-4.33,0,0.154,0.000855,5.72e-06,0.129,0.296,101.502,audio_features,275253,4
7B69qpOG6y9IVsTDec8FF3,Iron Maiden,Como Estais Amigos - 2015 Remaster,Virtual XI (2015 Remaster),0.172,0.665,2,-3.938,0,0.0311,0.0958,0.000865,0.122,0.148,87.956,audio_features,330093,4
05QrRP2vcoad6HHRQ5AXjL,Iron Maiden,To Tame a Land - 2015 Remaster,Piece of Mind (2015 Remaster),0.233,0.864,4,-6.188,0,0.0465,0.467,0.345,0.143,0.229,95.853,audio_features,448747,4
3nlGByvetDcS1uomAoiBmy,Iron Maiden,The Number of the Beast - 2015 Remaster,The Number of the Beast (2015 Remaster),0.409,0.89,0,-6.839,1,0.0558,0.088,0.107,0.0935,0.268,100.409,audio_features,290587,4
6QKhecJ2JuajCTPTtYkKUQ,Iron Maiden,Afraid to Shoot Strangers - 2015 Remaster,Fear of the Dark (2015 Remaster),0.279,0.817,6,-5.331,0,0.0458,0.00325,0.0346,0.0855,0.366,156.64,audio_features,416560,3
4l2vvgosC9Fjd7S6Ofwl3B,Iron Maiden,The Great Unknown,The Book of Souls,0.211,0.897,2,-6.629,1,0.201,0.0195,0.000189,0.108,0.0702,92.082,audio_features,397656,4
5csZmb5ZdDO3EQIPpriNGX,Iron Maiden,Paschendale - 2015 Remaster,Dance of Death (2015 Remaster),0.168,0.941,6,-5.303,0,0.0938,0.0119,2.04e-05,0.069,0.188,89.221,audio_features,508200,4
6GROdBUD0tIT9muEfnXQUz,Iron Maiden,Sea of Madness - 2015 Remaster,Somewhere in Time (2015 Remaster),0.328,0.985,11,-5.04,0,0.0926,0.0147,0.000274,0.143,0.276,144.413,audio_features,344027,4
4L6lZetSWtn949AGIhd5aR,Iron Maiden,The Clansman - 2015 Remaster,Virtual XI (2015 Remaster),0.257,0.683,2,-6.67,1,0.0495,0.15,0.0111,0.116,0.177,154.106,audio_features,539787,4
48ShNhzz3tueJ5g55usma7,Iron Maiden,Still Life - 2015 Remaster,Piece of Mind (2015 Remaster),0.241,0.827,9,-6.148,0,0.19,0.242,4.67e-05,0.559,0.173,158.996,audio_features,297013,4
0jTbeCJG5u0UZUjpoYMLYv,Iron Maiden,When the Wild Wind Blows - 2015 Remaster,The Final Frontier (2015 Remaster),0.296,0.8,4,-6.723,0,0.0423,0.00322,0.189,0.142,0.246,97.593,audio_features,660760,4
1hAv5lEukfAKW61JbrXUpl,Iron Maiden,Face in the Sand - 2015 Remaster,Dance of Death (2015 Remaster),0.272,0.971,4,-5.798,0,0.19,0.000567,0.00027,0.0927,0.214,101.282,audio_features,390960,4
6B3n9JVOu4xqkAGjK0eADX,Iron Maiden,Only the Good Die Young - 2015 Remaster,Seventh Son of a Seventh Son (2015 Remaster),0.18,0.975,4,-3.968,0,0.184,0.118,0.0,0.223,0.275,172.063,audio_features,282747,4
02xMKrzQ65xS700JS13Y90,Iron Maiden,Heaven Can Wait - 2015 Remaster,Somewhere in Time (2015 Remaster),0.302,0.982,7,-3.901,1,0.0893,0.0221,0.00267,0.104,0.476,107.218,audio_features,443600,4
6K8ROjiPJqyHDJS0sA0dwH,Iron Maiden,Rime of the Ancient Mariner - 2015 Remaster,Powerslave (2015 Remaster),0.39,0.932,2,-6.558,1,0.0666,0.0986,0.00961,0.322,0.143,112.034,audio_features,818693,4
71PPeOxniKbpxlyN5E3BfA,Iron Maiden,El Dorado - 2015 Remaster,The Final Frontier (2015 Remaster),0.263,0.922,9,-6.189,1,0.0982,2.93e-05,0.00132,0.154,0.504,154.976,audio_features,408853,4
2yAiIlVQa2wy9M5JnSrjMm,Iron Maiden,Flash of the Blade - 2015 Remaster,Powerslave (2015 Remaster),0.392,0.963,7,-4.826,1,0.0469,0.00854,0.00234,0.228,0.653,110.695,audio_features,245573,4
1NVvYEAv61lWHmptNEBUHf,Iron Maiden,The Clairvoyant - 2015 Remaster,Seventh Son of a Seventh Son (2015 Remaster),0.374,0.944,7,-3.746,1,0.106,0.0623,2.13e-05,0.171,0.467,102.195,audio_features,267293,4
21wB3DaIk112Ry3mEzqfit,Iron Maiden,Iron Maiden - 2015 Remaster,Iron Maiden (2015 Remaster),0.322,0.988,0,-4.074,1,0.232,0.000731,0.00411,0.451,0.277,101.559,audio_features,214360,4
5F5Wshdfs9oe188TryHRia,Iron Maiden,Caught Somewhere in Time - 2015 Remaster,Somewhere in Time (2015 Remaster),0.238,0.987,4,-4.408,0,0.168,0.00218,0.0175,0.107,0.343,174.124,audio_features,447333,4
3vhKrSxe3fRuS5Ogis76VO,Iron Maiden,Flight of Icarus - 2015 Remaster,Piece of Mind (2015 Remaster),0.368,0.917,6,-4.829,0,0.0772,0.147,0.000121,0.169,0.343,110.455,audio_features,230760,4
50W4g2UgayD7s3ixmEVQen,Iron Maiden,Purgatory - 2015 Remaster,Killers (2015 Remaster),0.29,0.965,11,-6.146,0,0.147,0.000916,0.0409,0.762,0.531,70.711,audio_features,200560,4
5JAnXx5BBES4FEf4d4t4CC,Metallica,St. Anger,St. Anger,0.396,0.947,2,-2.652,0,0.0477,0.00115,0.0179,0.089,0.443,93.043,audio_features,441132,4
2J3XzDLjbXkny8qhr33zTh,Metallica,Frantic,St. Anger,0.482,0.977,0,-3.091,1,0.0892,0.00608,0.17,0.0812,0.571,161.818,audio_features,350359,4
0qbV4e18lWrTTxlswVoLbI,Metallica,The Unforgiven III,Death Magnetic,0.297,0.692,4,-5.625,0,0.0344,0.00196,3.75e-06,0.115,0.103,121.52,audio_features,466587,4
13Uvqll8OQDjw3wDweIK9y,Metallica,The Day That Never Comes,Death Magnetic,0.334,0.982,4,-2.293,0,0.0619,9.11e-05,0.149,0.106,0.501,126.883,audio_features,476267,4
1aXFBWnnPFRKUN7vuIA5h0,Metallica,Turn The Page,Garage Inc.,0.426,0.813,8,-3.963,1,0.0318,1.94e-05,0.022,0.0937,0.228,149.013,audio_features,366467,4
2R6UrJ8uWbSIiHWmvRQvN8,Metallica,Whiskey In The Jar,Garage Inc.,0.511,0.97,10,-3.72,1,0.0414,5.6e-06,0.00136,0.18,0.566,132.986,audio_features,304693,4
6FUwPb4mGlUDbx42uspXaZ,Metallica,Fuel,Reload,0.49,0.951,1,-3.777,1,0.0477,2.02e-05,0.0027,0.0314,0.589,106.946,audio_features,269800,4
6nswV1Lz3OZkaiCJfmVUOa,Metallica,The Unforgiven II,Reload,0.497,0.89,8,-4.559,0,0.0445,0.00055,0.00129,0.255,0.249,133.047,audio_features,396440,4
30RKGpKHqr7ytcTljw436k,Metallica,King Nothing,Load,0.527,0.907,8,-5.772,1,0.0377,8.39e-05,0.00755,0.0891,0.364,112.089,audio_features,329760,4
3dWNUqrgkQakv9fj5epwPK,Metallica,Mama Said,Load,0.448,0.504,8,-7.749,0,0.0317,0.0171,0.000849,0.38,0.391,135.254,audio_features,319693,4
5sICkBXVmaCQk5aISGR3x1,Metallica,Enter Sandman,Metallica,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,audio_features,331267,4
1PhLYngBKbeDtdmDzCg3Pb,Metallica,Sad But True,Metallica,0.633,0.846,7,-6.347,1,0.0337,0.000819,0.00139,0.0762,0.448,89.23,audio_features,323933,4
4aYLAF6ckQ5ooGGGM7sWAa,Metallica,The Unforgiven,Metallica,0.54,0.584,7,-9.579,1,0.0254,0.0108,0.00296,0.253,0.244,139.261,audio_features,386493,4
22GbAGb80ZZNgm2yrBMnpR,Metallica,Wherever I May Roam,Metallica,0.55,0.824,9,-7.848,0,0.0347,0.000362,0.00115,0.0865,0.332,131.387,audio_features,403867,4
0nLiqZ6A27jJri2VCalIUs,Metallica,Nothing Else Matters,Metallica,0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01e-06,0.075,0.158,142.352,audio_features,388267,3
5IX4TbIR5mMHGE4wiWwKW0,Metallica,One,...And Justice For All,0.437,0.695,7,-9.447,1,0.0617,0.00111,0.0857,0.124,0.413,102.178,audio_features,447440,3
6UB9mShVLbMm0W4e6vud4C,Metallica,Battery,Master Of Puppets (Remastered),0.481,0.928,11,-8.799,0,0.0672,0.00022,0.558,0.106,0.427,96.699,audio_features,312360,4
2MuWTIM3b0YEAskbeeFE1i,Metallica,Master Of Puppets,Master Of Puppets (Remastered),0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,audio_features,515387,4
2dXsILW8gzkosqleHAvl0v,Metallica,For Whom The Bell Tolls - Remastered,Ride The Lightning (Remastered),0.518,0.858,0,-6.147,1,0.0672,0.00563,0.00349,0.0598,0.249,117.897,audio_features,309973,4
7866E49sLyI938dEqxi8a4,Metallica,Fade To Black - Remastered,Ride The Lightning (Remastered),0.256,0.924,7,-6.685,1,0.113,0.00369,0.234,0.114,0.28,113.574,audio_features,417227,4
51Vic2Yi71YKNtLbyJKgQt,Metallica,I Disappear,I Disappear,0.534,0.929,1,-3.609,1,0.047,0.000206,5.58e-05,0.036,0.447,122.733,audio_features,266240,4
0mYINuIWPjsrlymyPjNQGm,Snarky Puppy,Cliroy,Empire Central,0.488,0.54,11,-8.745,1,0.128,0.381,0.356,0.173,0.294,73.882,audio_features,285323,4
2hg38O0rPa8Ny1i3xQWV7N,Snarky Puppy,Tarova,Culcha Vulcha,0.605,0.819,0,-7.14,1,0.0799,0.0116,0.855,0.0503,0.537,93.986,audio_features,219078,4
1BWsQm7kOBjK2aSFYg5HQZ,Snarky Puppy,Shofukan,We Like It Here,0.426,0.754,4,-9.125,0,0.074,0.0642,0.765,0.701,0.228,167.42,audio_features,393053,4
45PgDDXwrU7D7WvQlze8VB,Snarky Puppy,Sing to the Moon,Family Dinner - Vol. 2 (Deluxe),0.348,0.414,7,-12.373,0,0.0616,0.374,0.00175,0.693,0.169,131.156,audio_features,351383,3
7pnM9gB0aO7WrIYqjeZaPX,Snarky Puppy,Bet,Empire Central,0.611,0.919,10,-6.523,0,0.0804,0.0949,0.34,0.756,0.526,96.935,audio_features,333979,4
7H2qkOc4jhbZ55XoWiQL52,Snarky Puppy,Gemini,Culcha Vulcha,0.641,0.459,10,-13.109,0,0.0236,0.49,0.885,0.0808,0.503,98.036,audio_features,315251,4
1MglqgabKH4iSkw8xHJ0J9,Snarky Puppy,What About Me?,We Like It Here,0.386,0.917,11,-8.089,0,0.103,0.0285,0.897,0.878,0.568,127.315,audio_features,402267,4
4MIXgItmCtVLCnT4BvU5tU,Snarky Puppy,Amour T'es La,Family Dinner - Vol. 1,0.511,0.822,8,-11.349,1,0.183,0.211,0.003,0.733,0.482,120.076,audio_features,262693,4
4ABDChCwUR9D600e1Me2Tt,Snarky Puppy,Mean Green,Empire Central,0.775,0.848,10,-6.332,0,0.0588,0.0892,0.879,0.0903,0.912,96.046,audio_features,294959,4
3nvREfeASA91U3atMsVO3H,Snarky Puppy,Bad Kids To The Back,Immigrance,0.783,0.693,10,-7.764,0,0.0972,0.131,0.881,0.0171,0.854,108.022,audio_features,345528,4
68d6ZfyMUYURol2y15Ta2Y,Snarky Puppy,Lingus,We Like It Here,0.457,0.776,9,-10.238,0,0.142,0.147,0.676,0.689,0.476,129.896,audio_features,645720,5
6dOix5iJEObsOs9fO18QCA,Snarky Puppy,Free Your Dreams,Family Dinner - Vol. 1,0.587,0.742,4,-10.453,0,0.118,0.107,0.00184,0.67,0.543,170.013,audio_features,286147,4
60XlahpurnbMWZkBZPNloO,Snarky Puppy,Take It! (feat. Bernard Wright),Empire Central,0.637,0.843,11,-5.841,0,0.115,0.125,0.423,0.733,0.622,90.017,audio_features,399350,4
6qwWukwrouyXw0swoWMyEk,Snarky Puppy,Grown Folks,Culcha Vulcha,0.635,0.802,1,-7.39,1,0.0755,0.0818,0.855,0.0833,0.818,95.883,audio_features,477216,4
41fiRrzEqGo4pTVqXYrfnz,Snarky Puppy,Sleeper,We Like It Here,0.476,0.719,5,-9.451,0,0.091,0.0653,0.178,0.701,0.3,149.902,audio_features,411573,3
2U52Hp8zYnG2kvt2de0M2L,Snarky Puppy,Something,Family Dinner - Vol. 1,0.311,0.511,1,-11.361,1,0.184,0.244,0.0,0.768,0.349,79.775,audio_features,455640,4
0hoooacVj2Ze6x9rFiYRTC,Snarky Puppy,Keep It On Your Mind,Empire Central,0.511,0.764,7,-7.158,0,0.0439,0.34,0.935,0.715,0.374,129.948,audio_features,330541,4
3StTP3PsDo9FeV86zuYlxb,Snarky Puppy,Semente,Culcha Vulcha,0.576,0.653,7,-7.461,0,0.0618,0.118,0.0516,0.192,0.367,109.998,audio_features,431730,4
3kDrC8ll5hRZvnBMXLtUjG,Snarky Puppy,Jambone,We Like It Here,0.403,0.929,11,-9.06,0,0.0893,0.083,0.841,0.772,0.764,147.845,audio_features,307440,4
3KskSrYOOWUSIp5kBmgxhx,Snarky Puppy,Thing of Gold,GroundUP,0.347,0.753,5,-8.342,1,0.0462,0.0264,0.902,0.687,0.381,88.976,audio_features,385120,4
4yjERvT86l7HgVQjj3j3BP,Snarky Puppy,Portal,Empire Central,0.585,0.802,5,-6.785,0,0.0303,0.737,0.856,0.0766,0.498,109.127,audio_features,312906,4
7CrWyrb9ueT6koXfBABJJJ,Snarky Puppy,Anomynous (Bonus Track) - 2020 Remaster,Tell Your Friends (Remixed & Remastered),0.296,0.778,0,-7.889,1,0.0608,0.0193,0.773,0.332,0.186,169.695,audio_features,386584,3
2Jim49nxjnjcTdyCJO4mr6,Snarky Puppy,Outlier,We Like It Here,0.501,0.772,8,-9.7,1,0.085,0.0176,0.821,0.7,0.48,134.912,audio_features,405307,3
3Fl1UHMzsXzIV2P4fNot40,Snarky Puppy,GØ,Culcha Vulcha,0.636,0.81,7,-5.987,1,0.0646,0.00485,0.852,0.109,0.646,103.99,audio_features,533467,4
4CQbSeZOboM48GEfTvz8fn,Snarky Puppy,Bent Nails,GroundUP,0.474,0.797,1,-8.243,0,0.0587,0.0438,0.898,0.692,0.878,128.803,audio_features,302827,4
1jYnuDUosk8KSfQc4OielX,Snarky Puppy,Chonks,Immigrance,0.44,0.702,1,-6.779,1,0.055,0.0418,0.822,0.0863,0.698,174.093,audio_features,512169,4
71RODgm9lQXZPIu4JzCARj,Snarky Puppy,Skate U,Tell Your Friends,0.526,0.648,1,-8.293,0,0.125,0.305,0.902,0.681,0.47,179.917,audio_features,414413,4
3mohgPZas4iMx0aiuH1AIl,Snarky Puppy,Big Ugly,Culcha Vulcha,0.51,0.728,7,-7.082,1,0.0304,0.0288,0.887,0.109,0.349,143.952,audio_features,549219,4
16wS7n0kmPJyOwDtCqId7I,Snarky Puppy,Like a Light,GroundUP,0.518,0.719,11,-9.878,1,0.0493,0.14,0.952,0.717,0.658,93.353,audio_features,287573,4
2aNYVUFDgNkYkaIHVOruVk,Snarky Puppy,While We're Young,Immigrance,0.733,0.309,4,-13.138,1,0.041,0.0436,0.857,0.0939,0.51,87.095,audio_features,161703,4
1qAg4BNw3pBEBkgTwPzo64,Snarky Puppy,Don't You Know,Family Dinner - Vol. 2 (Deluxe),0.52,0.648,10,-12.077,1,0.0744,0.414,0.00417,0.692,0.435,159.862,audio_features,643545,1
45guHTKluUtKZcdtMD8NWR,Snarky Puppy,"Atchafalaya - Live From Dordrecht, Het Energiehuis / 2014",Sylva,0.43,0.675,10,-10.513,0,0.306,0.163,0.891,0.685,0.645,202.522,audio_features,364387,4
5kteHIFleTAF9U2LTSDYZ6,Snarky Puppy,Binky,GroundUP,0.542,0.641,1,-8.935,0,0.0522,0.0191,0.595,0.692,0.374,128.643,audio_features,578107,3
0LtzIAlp7ImcMcLHXxOb7n,Snarky Puppy,Xavi,Immigrance,0.49,0.862,7,-9.044,1,0.0456,0.0394,0.903,0.316,0.627,159.961,audio_features,571323,4
38pBZE7a3VpCGSjR94tiod,Snarky Puppy,Gone Under,Family Dinner - Vol. 1,0.573,0.653,10,-9.239,0,0.116,0.492,0.0,0.758,0.528,104.087,audio_features,346867,4
7eum7FacBgs9ZwUdt1r9g8,Snarky Puppy,"Flight - Live From Dordrecht, Het Energiehuis / 2014",Sylva,0.672,0.738,1,-9.199,1,0.033,0.0607,0.853,0.272,0.196,93.013,audio_features,362627,4
77hVmWXoYxXpO972gV2yor,Snarky Puppy,Young Stuff,GroundUP,0.388,0.494,5,-10.757,0,0.0487,0.11,0.909,0.668,0.426,88.706,audio_features,542013,4
2FzhdfmzmveNF8C285I2Zi,Snarky Puppy,Bigly Strictness,Immigrance,0.603,0.719,3,-7.96,0,0.0417,0.102,0.74,0.121,0.486,103.971,audio_features,457087,4
124SAS5pcGyHcyF2SmGwEg,Snarky Puppy,Molino Moreno,Family Dinner - Vol. 2 (Deluxe),0.654,0.581,4,-11.677,0,0.0804,0.119,0.0173,0.662,0.815,113.108,audio_features,330131,4
73kFqw2iztfNhkpa4OWc2K,Snarky Puppy,"Sintra - Live From Dordrecht, Het Energiehuis / 2014",Sylva,0.216,0.389,5,-11.301,1,0.038,0.747,0.904,0.513,0.155,163.163,audio_features,212160,3
2zAGtTlxNoCKdhvdYfgCrU,Snarky Puppy,Quarter Master,GroundUP,0.575,0.852,2,-8.175,1,0.133,0.0214,0.768,0.861,0.547,122.305,audio_features,524947,4
3eF71UnYYqNBCrPQQYrJxj,Snarky Puppy,The World is Getting Smaller,The World Is Getting Smaller,0.698,0.427,9,-14.092,1,0.258,0.453,0.787,0.0812,0.174,114.422,audio_features,355173,4
7gFbIcLQyN8YT5O53cEIlj,Snarky Puppy,Bling Bling,Immigrance,0.616,0.615,6,-7.911,0,0.0298,0.0197,0.41,0.0807,0.315,98.033,audio_features,355244,4
1UBb2fkHY4IPIEbWOV5dyT,Snarky Puppy,Even Us - Live,Live at the Royal Albert Hall,0.224,0.468,9,-9.603,0,0.0352,0.176,0.906,0.718,0.0709,178.103,audio_features,492000,4
1VEC9Oqmuxh4BdIV3Qdze6,Snarky Puppy,Ready Wednesday - Live at GroundUP Music Festival - Sunday 2017,Live at GroundUP Music Festival,0.498,0.597,2,-9.382,0,0.0594,0.577,0.843,0.968,0.0398,135.928,audio_features,683041,4
4vLeSmpCjBBgcHOXdtA9WQ,Snarky Puppy,"Gretel - Live From Dordrecht, Het Energiehuis / 2014",Sylva,0.245,0.454,9,-8.098,1,0.0452,0.07,0.929,0.0846,0.0834,120.164,audio_features,260813,5
7qtZDzcwpkHg3ld7npf9to,Dolfvan der Linden,Parklane Serenade (with radio announcer),Dolf's Choice 1964-1983,0.144,0.276,2,-14.228,0,0.0319,0.869,0.501,0.264,0.2,78.152,audio_features,104667,4
1zrtJE0k6zRNNz2Hc6rEii,Vince Mendoza,Esperanto (feat. Dianne Reeves),Esperanto (feat. Dianne Reeves),0.453,0.193,5,-15.026,1,0.048,0.731,4.39e-06,0.117,0.384,142.298,audio_features,348947,5
63GvtdKbAbi2feQxp0DBpA,Ledisi,My Baby Just Cares for Me,Ledisi Sings Nina,0.535,0.363,0,-8.101,0,0.0412,0.688,6.13e-05,0.0852,0.692,122.896,audio_features,219437,4
3BuRCOVnTpzDsmau4ExTw2,Trijntje Oosterhuis,Arthur's Theme (Best That You Can Do),Everchanging Times,0.548,0.377,10,-11.342,1,0.0301,0.39,0.000332,0.171,0.406,129.84,audio_features,216457,4
5S1EYOqgU30sT72vAuiIgx,Nana Adjoa,"I Want To Change - Live with Metropole Orkest, 2021","I Want To Change (Live with Metropole Orkest, 2021)",0.401,0.548,10,-11.228,1,0.0477,0.44,0.0266,0.706,0.295,151.803,audio_features,282987,5
3jNdydQGl08mlbmd2Xceal,Oscar Jerome,Sweet Isolation (Metropole Orkest),Sweet Isolation (Metropole Orkest),0.763,0.382,8,-9.635,0,0.0409,0.122,0.815,0.0592,0.854,135.97,audio_features,332000,4
6komysoXdTuwSXQ8b5c22X,Robbie Williams,Lost - XXV,XXV (Deluxe Edition),0.414,0.791,9,-8.183,0,0.0302,0.145,0.000348,0.102,0.536,92.931,audio_features,256933,4
2H4yRwEHTV2HrLELLFsEHX,DeWolff,"Do Me - Live at Royal Theatre Carré, Amsterdam","Live at Royal Theatre Carré, Amsterdam",0.401,0.368,7,-12.297,1,0.028,0.321,0.308,0.898,0.399,135.667,audio_features,299436,4
7cRhOk7j7jxXZpsX0s3TA5,Trijntje Oosterhuis,A Thousand Things That Were You,Everchanging Times,0.306,0.108,3,-18.283,0,0.0336,0.956,0.0118,0.154,0.205,132.334,audio_features,255701,4
236xtcGOeZIUMbJpooO8Zl,Metropole Orkest,Really Love - Live,Metropole Studio Session: Dutch Soul Jam (Live),0.628,0.412,4,-11.612,0,0.0467,0.613,0.00779,0.0873,0.272,74.969,audio_features,361816,4
3GQQGezr2uVN3Xe40YeBlM,Emil Landman,All the Best Things - with Metropole Orkest,All the Best Things,0.561,0.551,9,-9.233,0,0.0294,0.697,3.81e-05,0.22,0.305,85.018,audio_features,252506,4
5SrlkunyYb04yyZS2gHEu9,Metropole Orkest,Work Song - Live,Metropole Studio Sessions: Dutch Jazz Jam I (Live),0.478,0.627,10,-8.754,0,0.0925,0.581,1.66e-06,0.076,0.274,79.158,audio_features,401947,4
2uPLhDI0T71NTeG0Q2gQ08,Kenny B,Bedankt Voor Alles,Bedankt Voor Alles,0.43,0.392,8,-7.696,1,0.0271,0.68,7.5e-05,0.121,0.268,139.944,audio_features,270916,4
5xAPd5ZMw5yYgL7o9KpITs,Jules Buckley,Maison en Feu,What Heat,0.54,0.863,7,-7.122,1,0.0513,0.0757,0.0179,0.437,0.479,105.039,audio_features,437570,3
2yzjQkqgJKxxxXd6cBBgqD,Al Jarreau,We're In This Love Together,"Al Jarreau and the Metropole Orkest - Live (Live From Theater aan de Parade, Den Bosch, Netherlands/2011)",0.535,0.642,1,-8.566,0,0.121,0.467,0.0,0.929,0.447,82.949,audio_features,242480,4
6Qg0xB1Xd5PVYq2Myk8brL,Boudewijn de Groot,Avond - met het Metropole Orkest o.l.v. Dick Bakker,De Avonden,0.374,0.285,0,-14.993,1,0.0391,0.789,1.78e-05,0.747,0.174,195.204,audio_features,283147,4
5iCD6prKnvUOIuOWydIdwl,Blackbird,New Year's Morning,New Year's Morning,0.442,0.49,7,-6.638,0,0.0271,0.236,2.03e-05,0.371,0.485,93.827,audio_features,193590,4
4u9QrK71cuQQfouh3CHYGf,Metropole Orkest,The Show Must Go On (ft. ZO! Gospel Choir),The Show Must Go On (ft. ZO! Gospel Choir),0.325,0.449,11,-8.04,0,0.0292,0.0469,2.91e-06,0.124,0.177,86.842,audio_features,285806,4
17ieC9i3xbB0W0vzfbeih2,Bob Brookmeyer,I Get a Kick out of You,Out of This World,0.431,0.206,5,-19.135,0,0.0495,0.95,0.88,0.335,0.555,95.412,audio_features,299933,4
5jh13eGZlPnXwNVBYxQQ1U,Maria Mendes,Há Uma Música do Povo,Close To Me,0.411,0.345,2,-9.198,0,0.0286,0.866,0.00563,0.107,0.0648,107.016,audio_features,339155,4
6rWra5WH2ZjfQgAer0oOo5,Metropole Orkest,Smooth Jazz Apocalypse,Smash Hits,0.371,0.674,0,-10.742,1,0.104,0.453,0.657,0.699,0.223,168.307,audio_features,402333,4
4WbkGCjPomr3edEC5pfzYw,Kovacs,Crazy,Crazy,0.249,0.511,8,-7.994,1,0.0381,0.231,1.19e-06,0.339,0.168,168.21,audio_features,233281,3
58mVBdk35XnerVgS6bZs6M,a balladeer,Robin II - live,Swim With Sam (live),0.383,0.367,3,-10.094,0,0.0291,0.542,0.0,0.114,0.18,89.642,audio_features,386475,4
5zMXjQ2PmSjW42mT5w93zs,Snarky Puppy,"Atchafalaya - Live From Dordrecht, Het Energiehuis / 2014",Sylva,0.43,0.675,10,-10.513,0,0.306,0.163,0.891,0.685,0.645,202.522,audio_features,364387,4
4DmJz5LM1KXFLTUD1mwtYF,Metropole Orchestra,Paranoid Android (Radiohead),Symphonic,0.225,0.331,7,-10.369,0,0.0312,0.861,0.733,0.0619,0.101,90.369,audio_features,416360,3
2diS9Ku88p3jGKLEJpukKk,Metropole Orkest,Polka des Péquenots,La Musique Qui Fait Popp: Highlights from the Works of Andre Popp 1952-1962,0.637,0.235,0,-16.589,1,0.0391,0.777,0.143,0.0593,0.632,98.567,audio_features,202000,4
6MSabMY6anIBTyqQsE3Yfz,The Metropole Orchestra & Guests,Stormy Weather,Metro's Midnight Music,0.247,0.252,10,-12.344,1,0.0311,0.74,0.312,0.857,0.132,81.617,audio_features,90333,3
5eclMFHDj5FE7Q8EaujlHh,Hardwell,Conquerors - Mix Cut,Hardwell presents Revealed Vol. 9,0.479,0.825,1,-6.416,1,0.0688,0.00178,0.446,0.0737,0.0763,129.952,audio_features,311308,4
